"AreaName","ReportTime","TargetTime","DailyWeather__SubAreaName","DailyWeather__DetailWeather__TargetTime","DailyWeather__DetailWeather__WeatherInfo","DailyWeather__DetailWeather__WindInfo","DailyWeather__DetailWeather__WaveInfo","RainyRate__SubAreaName","RainyRate__DetailRainy__TargetTime","RainyRate__DetailRainy__Percent","RainyRate__DetailRainy__Condition","Temperature__SubAreaName","Temperature__DetailTemperature__MinimumTemperature","Temperature__DetailTemperature__DaytimeTemperature"
"愛媛県","2025-02-17T02:00:00+00:00","2025-02-17T02:00:00+00:00","中予","2025-02-17T15:00:00","くもり時々晴れ","北西の風　後　やや強く","１メートル","中予","2025-02-17T09:00:00","10","雪か雨","新居浜","1","11"
"愛媛県","2025-02-17T02:00:00+00:00","2025-02-17T02:00:00+00:00","中予","2025-02-18T15:00:00","くもり時々晴れ","北西の風","１メートル","中予","2025-02-17T15:00:00","20","雪","宇和島","2","12"
"愛媛県","2025-02-17T02:00:00+00:00","2025-02-17T02:00:00+00:00","東予","2025-02-17T02:00:00","くもり時々晴れ","北西の風　やや強く　海上　では　北西の風　強く","１．５メートル","中予","2025-02-17T21:00:00","20","雪","","",""
"愛媛県","2025-02-17T02:00:00+00:00","2025-02-17T02:00:00+00:00","東予","2025-02-17T15:00:00","くもり時々晴れ","北西の風　後　やや強く","１メートル","中予","2025-02-18T03:00:00","20","雪か雨","","",""
"愛媛県","2025-02-17T02:00:00+00:00","2025-02-17T02:00:00+00:00","東予","2025-02-18T15:00:00","くもり時々晴れ","西の風","１メートル","中予","2025-02-18T09:00:00","20","雪","","",""
"愛媛県","2025-02-17T02:00:00+00:00","2025-02-17T02:00:00+00:00","南予","2025-02-17T02:00:00","晴れ時々くもり","北西の風　強く　後　やや強く","２．５メートル　後　２メートル","東予","2025-02-17T03:00:00","10","雨か雪","","",""
"愛媛県","2025-02-17T02:00:00+00:00","2025-02-17T02:00:00+00:00","南予","2025-02-17T15:00:00","くもり時々晴れ","北西の風　やや強く　海上　では　北西の風　強く","１．５メートル　後　２．５メートル","東予","2025-02-17T09:00:00","10","雪か雨","","",""
"愛媛県","2025-02-17T02:00:00+00:00","2025-02-17T02:00:00+00:00","南予","2025-02-18T15:00:00","くもり時々晴れ","北西の風　やや強く","２メートル　後　１．５メートル","東予","2025-02-17T15:00:00","20","雪","","",""
"愛媛県","2025-02-17T02:00:00+00:00","2025-02-17T02:00:00+00:00","","","","","","東予","2025-02-17T21:00:00","20","雪","","",""
"愛媛県","2025-02-17T02:00:00+00:00","2025-02-17T02:00:00+00:00","","","","","","東予","2025-02-18T03:00:00","20","雪か雨","","",""
"愛媛県","2025-02-17T02:00:00+00:00","2025-02-17T02:00:00+00:00","","","","","","東予","2025-02-18T09:00:00","20","雪","","",""
"愛媛県","2025-02-17T02:00:00+00:00","2025-02-17T02:00:00+00:00","","","","","","南予","2025-02-17T03:00:00","0","雨か雪","","",""
"愛媛県","2025-02-17T02:00:00+00:00","2025-02-17T02:00:00+00:00","","","","","","南予","2025-02-17T09:00:00","10","雪か雨","","",""
"愛媛県","2025-02-17T02:00:00+00:00","2025-02-17T02:00:00+00:00","","","","","","南予","2025-02-17T15:00:00","10","雪か雨","","",""
"愛媛県","2025-02-17T02:00:00+00:00","2025-02-17T02:00:00+00:00","","","","","","南予","2025-02-17T21:00:00","20","雪か雨","","",""
"愛媛県","2025-02-17T02:00:00+00:00","2025-02-17T02:00:00+00:00","","","","","","南予","2025-02-18T03:00:00","10","雪か雨","","",""
"愛媛県","2025-02-17T02:00:00+00:00","2025-02-17T02:00:00+00:00","","","","","","南予","2025-02-18T09:00:00","10","雪","","",""
"香川県","2025-02-17T02:00:00+00:00","2025-02-17T02:00:00+00:00","香川県","2025-02-17T02:00:00","くもり時々晴れ","西の風　やや強く　後　北西の風　やや強く　海上　では　西の風　強く","１．５メートル","香川県","2025-02-17T03:00:00","10","雨か雪","高松","1","13"
"香川県","2025-02-17T02:00:00+00:00","2025-02-17T02:00:00+00:00","香川県","2025-02-17T15:00:00","くもり時々晴れ","西の風　後　北西の風　やや強く","１メートル","香川県","2025-02-17T09:00:00","10","雪","高松","1","13"
"香川県","2025-02-17T02:00:00+00:00","2025-02-17T02:00:00+00:00","香川県","2025-02-18T15:00:00","くもり時々晴れ","西の風　やや強く","１メートル","香川県","2025-02-17T15:00:00","10","雪","高松","1","13"
"香川県","2025-02-17T02:00:00+00:00","2025-02-17T02:00:00+00:00","","","","","","香川県","2025-02-17T21:00:00","20","雨か雪","高松","1","13"
"香川県","2025-02-17T02:00:00+00:00","2025-02-17T02:00:00+00:00","","","","","","香川県","2025-02-18T03:00:00","20","雪か雨","高松","1","13"
"香川県","2025-02-17T02:00:00+00:00","2025-02-17T02:00:00+00:00","","","","","","香川県","2025-02-18T09:00:00","10","雪","高松","1","13"
"三重県","2025-02-17T02:00:00+00:00","2025-02-17T02:00:00+00:00","北中部","2025-02-17T02:00:00","くもり時々晴れ","北西の風　やや強く　海上　では　北西の風　強く","０．５メートル　後　１メートル","北中部","2025-02-17T03:00:00","20","雪か雨","津","2","12"
"三重県","2025-02-17T02:00:00+00:00","2025-02-17T02:00:00+00:00","北中部","2025-02-17T15:00:00","くもり時々晴れ","西の風　日中　やや強く　海上　では　北西の風　強く","０．５メートル","北中部","2025-02-17T09:00:00","30","雪か雨","尾鷲","2","14"
"三重県","2025-02-17T02:00:00+00:00","2025-02-17T02:00:00+00:00","北中部","2025-02-18T15:00:00","くもり時々晴れ","西の風","０．５メートル","北中部","2025-02-17T15:00:00","30","雪","四日市","0","12"
"三重県","2025-02-17T02:00:00+00:00","2025-02-17T02:00:00+00:00","南部","2025-02-17T02:00:00","晴れ時々くもり","北西の風　やや強く　海上　では　北西の風　強く","１．５メートル　後　２メートル","北中部","2025-02-17T21:00:00","10","雪","上野","0","11"
"三重県","2025-02-17T02:00:00+00:00","2025-02-17T02:00:00+00:00","南部","2025-02-17T15:00:00","晴れ時々くもり","北西の風　日中　やや強く　海上　では　北西の風　強く","２メートル","北中部","2025-02-18T03:00:00","20","雪","","",""
"三重県","2025-02-17T02:00:00+00:00","2025-02-17T02:00:00+00:00","南部","2025-02-18T15:00:00","晴れ時々くもり","北西の風　後　北の風","２メートル　後　１．５メートル","北中部","2025-02-18T09:00:00","40","雪","","",""
"三重県","2025-02-17T02:00:00+00:00","2025-02-17T02:00:00+00:00","","","","","","南部","2025-02-17T03:00:00","20","雨か雪","","",""
"三重県","2025-02-17T02:00:00+00:00","2025-02-17T02:00:00+00:00","","","","","","南部","2025-02-17T09:00:00","10","雪か雨","","",""
"三重県","2025-02-17T02:00:00+00:00","2025-02-17T02:00:00+00:00","","","","","","南部","2025-02-17T15:00:00","20","雪か雨","","",""
"三重県","2025-02-17T02:00:00+00:00","2025-02-17T02:00:00+00:00","","","","","","南部","2025-02-17T21:00:00","10","雨か雪","","",""
"三重県","2025-02-17T02:00:00+00:00","2025-02-17T02:00:00+00:00","","","","","","南部","2025-02-18T03:00:00","10","雨か雪","","",""
"三重県","2025-02-17T02:00:00+00:00","2025-02-17T02:00:00+00:00","","","","","","南部","2025-02-18T09:00:00","20","雪か雨","","",""
"栃木県","2025-02-17T02:00:00+00:00","2025-02-17T02:00:00+00:00","南部","2025-02-17T02:00:00","晴れ時々くもり","西の風　やや強く","null","南部","2025-02-17T03:00:00","10","雨か雪","宇都宮","-3","15"
"栃木県","2025-02-17T02:00:00+00:00","2025-02-17T02:00:00+00:00","南部","2025-02-17T15:00:00","晴れ時々くもり","西の風","null","南部","2025-02-17T09:00:00","10","雪","大田原","-3","14"
"栃木県","2025-02-17T02:00:00+00:00","2025-02-17T02:00:00+00:00","南部","2025-02-18T15:00:00","晴れ時々くもり","西の風","null","南部","2025-02-17T15:00:00","10","雪","","",""
"栃木県","2025-02-17T02:00:00+00:00","2025-02-17T02:00:00+00:00","北部","2025-02-17T02:00:00","くもり時々晴れ","北西の風　やや強く","null","南部","2025-02-17T21:00:00","10","雪か雨","","",""
"栃木県","2025-02-17T02:00:00+00:00","2025-02-17T02:00:00+00:00","北部","2025-02-17T15:00:00","くもり時々晴れ","西の風　日光市　では　西の風　やや強く","null","南部","2025-02-18T03:00:00","10","雪","","",""
"栃木県","2025-02-17T02:00:00+00:00","2025-02-17T02:00:00+00:00","北部","2025-02-18T15:00:00","くもり","北西の風","null","南部","2025-02-18T09:00:00","10","雪","","",""
"栃木県","2025-02-17T02:00:00+00:00","2025-02-17T02:00:00+00:00","","","","","","北部","2025-02-17T03:00:00","20","雪","","",""
"栃木県","2025-02-17T02:00:00+00:00","2025-02-17T02:00:00+00:00","","","","","","北部","2025-02-17T09:00:00","20","雪","","",""
"栃木県","2025-02-17T02:00:00+00:00","2025-02-17T02:00:00+00:00","","","","","","北部","2025-02-17T15:00:00","20","雪","","",""
"栃木県","2025-02-17T02:00:00+00:00","2025-02-17T02:00:00+00:00","","","","","","北部","2025-02-17T21:00:00","20","雪","","",""
"栃木県","2025-02-17T02:00:00+00:00","2025-02-17T02:00:00+00:00","","","","","","北部","2025-02-18T03:00:00","20","雪","","",""
"栃木県","2025-02-17T02:00:00+00:00","2025-02-17T02:00:00+00:00","","","","","","北部","2025-02-18T09:00:00","20","雪","","",""
"岐阜県","2025-02-17T02:00:00+00:00","2025-02-17T02:00:00+00:00","美濃地方","2025-02-17T02:00:00","雪か雨後くもり","北西の風　やや強く","null","美濃地方","2025-02-17T03:00:00","50","雪か雨","岐阜","0","10"
"岐阜県","2025-02-17T02:00:00+00:00","2025-02-17T02:00:00+00:00","美濃地方","2025-02-17T15:00:00","くもり後一時雪","西の風","null","美濃地方","2025-02-17T09:00:00","30","雪","高山","-5","3"
"岐阜県","2025-02-17T02:00:00+00:00","2025-02-17T02:00:00+00:00","美濃地方","2025-02-18T15:00:00","くもり一時雪","北西の風　後　西の風","null","美濃地方","2025-02-17T15:00:00","20","雪","","",""
"岐阜県","2025-02-17T02:00:00+00:00","2025-02-17T02:00:00+00:00","飛騨地方","2025-02-17T02:00:00","雪時々止む","北西の風","null","美濃地方","2025-02-17T21:00:00","40","雪","","",""
"岐阜県","2025-02-17T02:00:00+00:00","2025-02-17T02:00:00+00:00","飛騨地方","2025-02-17T15:00:00","雪時々止む","北の風　後　北西の風","null","美濃地方","2025-02-18T03:00:00","50","雪か雨","","",""
"岐阜県","2025-02-17T02:00:00+00:00","2025-02-17T02:00:00+00:00","飛騨地方","2025-02-18T15:00:00","くもり時々雪","北の風","null","美濃地方","2025-02-18T09:00:00","40","雪","","",""
"岐阜県","2025-02-17T02:00:00+00:00","2025-02-17T02:00:00+00:00","","","","","","飛騨地方","2025-02-17T03:00:00","60","雪","","",""
"岐阜県","2025-02-17T02:00:00+00:00","2025-02-17T02:00:00+00:00","","","","","","飛騨地方","2025-02-17T09:00:00","60","雪","","",""
"岐阜県","2025-02-17T02:00:00+00:00","2025-02-17T02:00:00+00:00","","","","","","飛騨地方","2025-02-17T15:00:00","40","雪","","",""
"岐阜県","2025-02-17T02:00:00+00:00","2025-02-17T02:00:00+00:00","","","","","","飛騨地方","2025-02-17T21:00:00","50","雪","","",""
"岐阜県","2025-02-17T02:00:00+00:00","2025-02-17T02:00:00+00:00","","","","","","飛騨地方","2025-02-18T03:00:00","50","雪","","",""
"岐阜県","2025-02-17T02:00:00+00:00","2025-02-17T02:00:00+00:00","","","","","","飛騨地方","2025-02-18T09:00:00","60","雪","","",""
"網走・北見・紋別地方","2025-02-17T02:00:00+00:00","2025-02-17T02:00:00+00:00","網走地方","2025-02-17T02:00:00","くもり時々雪","北の風","２メートル　後　１．５メートル","網走地方","2025-02-17T03:00:00","30","雪","網走","-10","-1"
"網走・北見・紋別地方","2025-02-17T02:00:00+00:00","2025-02-17T02:00:00+00:00","網走地方","2025-02-17T15:00:00","晴れ後くもり","北西の風　後　西の風　海上　では　西の風　やや強く","１．５メートル","網走地方","2025-02-17T09:00:00","30","雪","北見","-15","-1"
"網走・北見・紋別地方","2025-02-17T02:00:00+00:00","2025-02-17T02:00:00+00:00","網走地方","2025-02-18T15:00:00","くもり一時雪","北西の風","２メートル　後　１．５メートル","網走地方","2025-02-17T15:00:00","10","雪","紋別","-11","-3"
"網走・北見・紋別地方","2025-02-17T02:00:00+00:00","2025-02-17T02:00:00+00:00","北見地方","2025-02-17T02:00:00","くもり時々雪","北東の風　後　北の風","null","網走地方","2025-02-17T21:00:00","10","雪","","",""
"網走・北見・紋別地方","2025-02-17T02:00:00+00:00","2025-02-17T02:00:00+00:00","北見地方","2025-02-17T15:00:00","晴れ後くもり","西の風","null","網走地方","2025-02-18T03:00:00","10","雪","","",""
"網走・北見・紋別地方","2025-02-17T02:00:00+00:00","2025-02-17T02:00:00+00:00","北見地方","2025-02-18T15:00:00","くもり一時雪","北の風","null","網走地方","2025-02-18T09:00:00","10","雪","","",""
"網走・北見・紋別地方","2025-02-17T02:00:00+00:00","2025-02-17T02:00:00+00:00","紋別地方","2025-02-17T02:00:00","雪時々止む","北東の風　後　北の風","１メートル","北見地方","2025-02-17T03:00:00","30","雪","","",""
"網走・北見・紋別地方","2025-02-17T02:00:00+00:00","2025-02-17T02:00:00+00:00","紋別地方","2025-02-17T15:00:00","くもり後一時雪","南西の風　後　西の風　海上　では　西の風　やや強く","１メートル　後　１．５メートル","北見地方","2025-02-17T09:00:00","30","雪","","",""
"網走・北見・紋別地方","2025-02-17T02:00:00+00:00","2025-02-17T02:00:00+00:00","紋別地方","2025-02-18T15:00:00","くもり一時雪","北西の風　後　北の風","１．５メートル","北見地方","2025-02-17T15:00:00","10","雪","","",""
"網走・北見・紋別地方","2025-02-17T02:00:00+00:00","2025-02-17T02:00:00+00:00","","","","","","北見地方","2025-02-17T21:00:00","0","雪","","",""
"網走・北見・紋別地方","2025-02-17T02:00:00+00:00","2025-02-17T02:00:00+00:00","","","","","","北見地方","2025-02-18T03:00:00","0","雪","","",""
"網走・北見・紋別地方","2025-02-17T02:00:00+00:00","2025-02-17T02:00:00+00:00","","","","","","北見地方","2025-02-18T09:00:00","10","雪","","",""
"網走・北見・紋別地方","2025-02-17T02:00:00+00:00","2025-02-17T02:00:00+00:00","","","","","","紋別地方","2025-02-17T03:00:00","30","雪","","",""
"網走・北見・紋別地方","2025-02-17T02:00:00+00:00","2025-02-17T02:00:00+00:00","","","","","","紋別地方","2025-02-17T09:00:00","30","雪","","",""
"網走・北見・紋別地方","2025-02-17T02:00:00+00:00","2025-02-17T02:00:00+00:00","","","","","","紋別地方","2025-02-17T15:00:00","10","雪","","",""
"網走・北見・紋別地方","2025-02-17T02:00:00+00:00","2025-02-17T02:00:00+00:00","","","","","","紋別地方","2025-02-17T21:00:00","10","雪","","",""
"網走・北見・紋別地方","2025-02-17T02:00:00+00:00","2025-02-17T02:00:00+00:00","","","","","","紋別地方","2025-02-18T03:00:00","10","雪","","",""
"網走・北見・紋別地方","2025-02-17T02:00:00+00:00","2025-02-17T02:00:00+00:00","","","","","","紋別地方","2025-02-18T09:00:00","30","雪","","",""
"富山県","2025-02-17T02:00:00+00:00","2025-02-17T02:00:00+00:00","東部","2025-02-17T02:00:00","雪か雨","西の風　やや強く　海上　では　西の風　強く","２メートル　後　２．５メートル","東部","2025-02-17T03:00:00","80","雪か雨","富山","-2","8"
"富山県","2025-02-17T02:00:00+00:00","2025-02-17T02:00:00+00:00","東部","2025-02-17T15:00:00","雪","南の風　後　西の風　東部北　では　北西の風　強く","２．５メートル","東部","2025-02-17T09:00:00","80","雪","伏木","-2","7"
"富山県","2025-02-17T02:00:00+00:00","2025-02-17T02:00:00+00:00","東部","2025-02-18T15:00:00","雪時々止む","西の風","３メートル　後　２．５メートル　うねり　を伴う","東部","2025-02-17T15:00:00","70","雪","","",""
"富山県","2025-02-17T02:00:00+00:00","2025-02-17T02:00:00+00:00","西部","2025-02-17T02:00:00","雪か雨","西の風　やや強く　海上　では　西の風　強く","１メートル","東部","2025-02-17T21:00:00","80","雪","","",""
"富山県","2025-02-17T02:00:00+00:00","2025-02-17T02:00:00+00:00","西部","2025-02-17T15:00:00","雪","南西の風　後　西の風　海上　では　北西の風　やや強く","１メートル","東部","2025-02-18T03:00:00","80","雪","","",""
"富山県","2025-02-17T02:00:00+00:00","2025-02-17T02:00:00+00:00","西部","2025-02-18T15:00:00","雪時々止む","西の風","１メートル","東部","2025-02-18T09:00:00","90","雪","","",""
"富山県","2025-02-17T02:00:00+00:00","2025-02-17T02:00:00+00:00","","","","","","西部","2025-02-17T03:00:00","80","雪か雨","","",""
"富山県","2025-02-17T02:00:00+00:00","2025-02-17T02:00:00+00:00","","","","","","西部","2025-02-17T09:00:00","80","雪","","",""
"富山県","2025-02-17T02:00:00+00:00","2025-02-17T02:00:00+00:00","","","","","","西部","2025-02-17T15:00:00","80","雪","","",""
"富山県","2025-02-17T02:00:00+00:00","2025-02-17T02:00:00+00:00","","","","","","西部","2025-02-17T21:00:00","80","雪","","",""
"富山県","2025-02-17T02:00:00+00:00","2025-02-17T02:00:00+00:00","","","","","","西部","2025-02-18T03:00:00","80","雪","","",""
"富山県","2025-02-17T02:00:00+00:00","2025-02-17T02:00:00+00:00","","","","","","西部","2025-02-18T09:00:00","90","雪","","",""
"佐賀県","2025-02-17T02:00:00+00:00","2025-02-17T02:00:00+00:00","南部","2025-02-17T02:00:00","晴れ後くもり","北の風　後　北西の風　やや強く","１メートル","南部","2025-02-17T03:00:00","0","雨か雪","佐賀","2","10"
"佐賀県","2025-02-17T02:00:00+00:00","2025-02-17T02:00:00+00:00","南部","2025-02-17T15:00:00","くもり時々晴れ","北西の風　海上　では　北西の風　やや強く","１メートル","南部","2025-02-17T09:00:00","10","雪か雨","伊万里","1","9"
"佐賀県","2025-02-17T02:00:00+00:00","2025-02-17T02:00:00+00:00","南部","2025-02-18T15:00:00","晴れ時々くもり","西の風　後　北西の風","０．５メートル","南部","2025-02-17T15:00:00","10","雪","","",""
"佐賀県","2025-02-17T02:00:00+00:00","2025-02-17T02:00:00+00:00","北部","2025-02-17T02:00:00","晴れ後くもり","北西の風　後　やや強く","２．５メートル","南部","2025-02-17T21:00:00","10","雪","","",""
"佐賀県","2025-02-17T02:00:00+00:00","2025-02-17T02:00:00+00:00","北部","2025-02-17T15:00:00","くもり時々晴れ","北西の風　唐津地区　では　北西の風　やや強く","２．５メートル","南部","2025-02-18T03:00:00","0","雪か雨","","",""
"佐賀県","2025-02-17T02:00:00+00:00","2025-02-17T02:00:00+00:00","北部","2025-02-18T15:00:00","晴れ時々くもり","北西の風　後　西の風","２．５メートル　後　２メートル","南部","2025-02-18T09:00:00","0","雪","","",""
"佐賀県","2025-02-17T02:00:00+00:00","2025-02-17T02:00:00+00:00","","","","","","北部","2025-02-17T03:00:00","0","雨か雪","","",""
"佐賀県","2025-02-17T02:00:00+00:00","2025-02-17T02:00:00+00:00","","","","","","北部","2025-02-17T09:00:00","10","雪か雨","","",""
"佐賀県","2025-02-17T02:00:00+00:00","2025-02-17T02:00:00+00:00","","","","","","北部","2025-02-17T15:00:00","10","雪","","",""
"佐賀県","2025-02-17T02:00:00+00:00","2025-02-17T02:00:00+00:00","","","","","","北部","2025-02-17T21:00:00","10","雪","","",""
"佐賀県","2025-02-17T02:00:00+00:00","2025-02-17T02:00:00+00:00","","","","","","北部","2025-02-18T03:00:00","0","雪か雨","","",""
"佐賀県","2025-02-17T02:00:00+00:00","2025-02-17T02:00:00+00:00","","","","","","北部","2025-02-18T09:00:00","0","雪","","",""
"長崎県","2025-02-17T02:00:00+00:00","2025-02-17T02:00:00+00:00","南部","2025-02-17T02:00:00","晴れ後くもり","北の風　やや強く　長崎地区　では　はじめ　北の風　強く","２．５メートル","南部","2025-02-17T03:00:00","0","雨か雪","長崎","2","10"
"長崎県","2025-02-17T02:00:00+00:00","2025-02-17T02:00:00+00:00","南部","2025-02-17T15:00:00","くもり時々晴れ","北西の風　日中　北の風　海上　では　北西の風　やや強く","２．５メートル","南部","2025-02-17T09:00:00","10","雪か雨","佐世保","2","9"
"長崎県","2025-02-17T02:00:00+00:00","2025-02-17T02:00:00+00:00","南部","2025-02-18T15:00:00","晴れ時々くもり","北西の風","２．５メートル　後　２メートル","南部","2025-02-17T15:00:00","10","雪か雨","厳原","0","8"
"長崎県","2025-02-17T02:00:00+00:00","2025-02-17T02:00:00+00:00","北部","2025-02-17T02:00:00","晴れ後くもり","北の風　やや強く　後　北西の風　平戸・松浦地区　では　はじめ　北の風　強く","２．５メートル","南部","2025-02-17T21:00:00","10","雪か雨","福江","3","9"
"長崎県","2025-02-17T02:00:00+00:00","2025-02-17T02:00:00+00:00","北部","2025-02-17T15:00:00","くもり時々晴れ","北西の風　海上　では　北西の風　やや強く","２．５メートル","南部","2025-02-18T03:00:00","0","雪か雨","","",""
"長崎県","2025-02-17T02:00:00+00:00","2025-02-17T02:00:00+00:00","北部","2025-02-18T15:00:00","晴れ時々くもり","北西の風","２．５メートル　後　２メートル","南部","2025-02-18T09:00:00","0","雪","","",""
"長崎県","2025-02-17T02:00:00+00:00","2025-02-17T02:00:00+00:00","壱岐・対馬","2025-02-17T02:00:00","晴れ","北西の風　やや強く　海上　では　はじめ　北西の風　強く","２．５メートル","北部","2025-02-17T03:00:00","0","雨","","",""
"長崎県","2025-02-17T02:00:00+00:00","2025-02-17T02:00:00+00:00","壱岐・対馬","2025-02-17T15:00:00","晴れ","北西の風　後　やや強く　海上　では　後　北西の風　強く","２．５メートル","北部","2025-02-17T09:00:00","10","雪か雨","","",""
"長崎県","2025-02-17T02:00:00+00:00","2025-02-17T02:00:00+00:00","壱岐・対馬","2025-02-18T15:00:00","晴れ時々くもり","北の風","２．５メートル　後　２メートル","北部","2025-02-17T15:00:00","10","雪","","",""
"長崎県","2025-02-17T02:00:00+00:00","2025-02-17T02:00:00+00:00","五島","2025-02-17T02:00:00","晴れ後くもり","北の風　やや強く　後　北西の風　海上　では　はじめ　北の風　強く","３メートル　後　２．５メートル","北部","2025-02-17T21:00:00","10","雪か雨","","",""
"長崎県","2025-02-17T02:00:00+00:00","2025-02-17T02:00:00+00:00","五島","2025-02-17T15:00:00","くもり後晴れ","北西の風　後　やや強く　海上　では　後　北西の風　強く","２．５メートル　後　３メートル","北部","2025-02-18T03:00:00","0","雪か雨","","",""
"長崎県","2025-02-17T02:00:00+00:00","2025-02-17T02:00:00+00:00","五島","2025-02-18T15:00:00","晴れ時々くもり","北西の風","３メートル　後　２．５メートル","北部","2025-02-18T09:00:00","0","雪か雨","","",""
"長崎県","2025-02-17T02:00:00+00:00","2025-02-17T02:00:00+00:00","","","","","","壱岐・対馬","2025-02-17T03:00:00","0","雪か雨","","",""
"長崎県","2025-02-17T02:00:00+00:00","2025-02-17T02:00:00+00:00","","","","","","壱岐・対馬","2025-02-17T09:00:00","0","雪","","",""
"長崎県","2025-02-17T02:00:00+00:00","2025-02-17T02:00:00+00:00","","","","","","壱岐・対馬","2025-02-17T15:00:00","0","雪","","",""
"長崎県","2025-02-17T02:00:00+00:00","2025-02-17T02:00:00+00:00","","","","","","壱岐・対馬","2025-02-17T21:00:00","0","雪","","",""
"長崎県","2025-02-17T02:00:00+00:00","2025-02-17T02:00:00+00:00","","","","","","壱岐・対馬","2025-02-18T03:00:00","0","雪","","",""
"長崎県","2025-02-17T02:00:00+00:00","2025-02-17T02:00:00+00:00","","","","","","壱岐・対馬","2025-02-18T09:00:00","0","雪","","",""
"長崎県","2025-02-17T02:00:00+00:00","2025-02-17T02:00:00+00:00","","","","","","五島","2025-02-17T03:00:00","0","雨","","",""
"長崎県","2025-02-17T02:00:00+00:00","2025-02-17T02:00:00+00:00","","","","","","五島","2025-02-17T09:00:00","10","雨","","",""
"長崎県","2025-02-17T02:00:00+00:00","2025-02-17T02:00:00+00:00","","","","","","五島","2025-02-17T15:00:00","10","雨か雪","","",""
"長崎県","2025-02-17T02:00:00+00:00","2025-02-17T02:00:00+00:00","","","","","","五島","2025-02-17T21:00:00","10","雨か雪","","",""
"長崎県","2025-02-17T02:00:00+00:00","2025-02-17T02:00:00+00:00","","","","","","五島","2025-02-18T03:00:00","0","雨か雪","","",""
"長崎県","2025-02-17T02:00:00+00:00","2025-02-17T02:00:00+00:00","","","","","","五島","2025-02-18T09:00:00","0","雨か雪","","",""
"石川県","2025-02-17T02:00:00+00:00","2025-02-17T02:00:00+00:00","加賀","2025-02-17T02:00:00","雪か雨","西の風　強く　後　北西の風　やや強く","３メートル　後　４メートル","加賀","2025-02-17T03:00:00","90","雪か雨","金沢","0","9"
"石川県","2025-02-17T02:00:00+00:00","2025-02-17T02:00:00+00:00","加賀","2025-02-17T15:00:00","雪","北西の風　やや強く　海上　では　北西の風　強く","４メートル","加賀","2025-02-17T09:00:00","80","雪","輪島","0","7"
"石川県","2025-02-17T02:00:00+00:00","2025-02-17T02:00:00+00:00","加賀","2025-02-18T15:00:00","雪時々止む","北西の風　やや強く","４メートル　後　３メートル　うねり　を伴う","加賀","2025-02-17T15:00:00","80","雪","","",""
"石川県","2025-02-17T02:00:00+00:00","2025-02-17T02:00:00+00:00","能登","2025-02-17T02:00:00","雪か雨","西の風　強く　後　北西の風　やや強く","３メートル　後　４メートル","加賀","2025-02-17T21:00:00","80","雪","","",""
"石川県","2025-02-17T02:00:00+00:00","2025-02-17T02:00:00+00:00","能登","2025-02-17T15:00:00","雪","北西の風　やや強く　海上　では　北西の風　強く","４メートル","加賀","2025-02-18T03:00:00","80","雪","","",""
"石川県","2025-02-17T02:00:00+00:00","2025-02-17T02:00:00+00:00","能登","2025-02-18T15:00:00","雪時々止む","北西の風　やや強く","４メートル　後　３メートル　うねり　を伴う","加賀","2025-02-18T09:00:00","90","雪","","",""
"石川県","2025-02-17T02:00:00+00:00","2025-02-17T02:00:00+00:00","","","","","","能登","2025-02-17T03:00:00","70","雪か雨","","",""
"石川県","2025-02-17T02:00:00+00:00","2025-02-17T02:00:00+00:00","","","","","","能登","2025-02-17T09:00:00","70","雪","","",""
"石川県","2025-02-17T02:00:00+00:00","2025-02-17T02:00:00+00:00","","","","","","能登","2025-02-17T15:00:00","60","雪","","",""
"石川県","2025-02-17T02:00:00+00:00","2025-02-17T02:00:00+00:00","","","","","","能登","2025-02-17T21:00:00","70","雪","","",""
"石川県","2025-02-17T02:00:00+00:00","2025-02-17T02:00:00+00:00","","","","","","能登","2025-02-18T03:00:00","70","雪","","",""
"石川県","2025-02-17T02:00:00+00:00","2025-02-17T02:00:00+00:00","","","","","","能登","2025-02-18T09:00:00","70","雪","","",""
"東京都","2025-02-17T04:00:00+00:00","2025-02-17T04:00:00+00:00","東京地方","2025-02-17T02:00:00","くもり後晴れ","北の風　後　やや強く　２３区西部　では　北の風　強く","１．５メートル","東京地方","2025-02-17T03:00:00","30","雨","東京","2","16"
"東京都","2025-02-17T04:00:00+00:00","2025-02-17T04:00:00+00:00","東京地方","2025-02-17T15:00:00","晴れ後くもり","北西の風　後　北の風　２３区西部　では　北西の風　やや強く","１．５メートル　後　１メートル","東京地方","2025-02-17T09:00:00","10","雪か雨","大島","3","15"
"東京都","2025-02-17T04:00:00+00:00","2025-02-17T04:00:00+00:00","東京地方","2025-02-18T15:00:00","晴れ時々くもり","北西の風　やや強く","１メートル","東京地方","2025-02-17T15:00:00","0","雪","八丈島","5","15"
"東京都","2025-02-17T04:00:00+00:00","2025-02-17T04:00:00+00:00","伊豆諸島北部","2025-02-17T02:00:00","晴れ後くもり","西の風　強く　新島　では　西の風　非常に強く","３メートル　ただし　新島　では　４メートル","東京地方","2025-02-17T21:00:00","0","雪か雨","父島","16","23"
